100	நூறு
200	இருநூற்று
300	முந்நூற்று
400	நானூற்று
500	ஐந்நூற்று
600	அறுநூற்று
700	எழுநூற்று
800	எட்டுநூற்று
900	ஒன்பதுநூற்று
௧௦௦	நூறு
௨௦௦	இருநூற்று
௩௦௦	முந்நூற்று
௪௦௦	நானூற்று
௫௦௦	ஐந்நூற்று
௬௦௦	அறுநூற்று
௭௦௦	எழுநூற்று
௮௦௦	எட்டுநூற்று
௯௦௦	ஒன்பதுநூற்று
